premise_id,meter_id,meter_number,meter_type,meter_status,meter_channel,installed_at,removed_at,created,updated
PREM-84621073,3795402681,3795402681,KWH,Customer,MT,2003-10-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-60573918,7450836129,7450836129,L+G Self-Cont Mesh,Customer,MT,2024-10-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-21748056,9187254035,9187254035,L+G Self-Cont Mesh,Customer,MT,2025-01-24T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93816520,4068721397,4068721397,L+G Self-Cont Mesh,Customer,MT,2024-11-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-46029781,2740169530,2740169530,L+G Self-Cont Mesh,Customer,MT,2024-10-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-72190438,6384792051,6384792051,Sentinel,Customer,MT,2005-10-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-58301749,8571209364,8571209364,KWH,Customer,MT,2007-05-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40982136,1395082746,1395082746,KWH,Customer,MT,2006-06-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67205914,5204796813,5204796813,KWH,Customer,MT,2003-07-01T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-31847025,7930254178,7930254178,L+G Self-Cont Mesh,Customer,MT,2023-09-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-90523618,3526408719,3526408719,KWH,Customer,MT,2003-11-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14286709,6809415273,6809415273,KWH,Customer,MT,2022-04-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-68729415,9302158764,9302158764,KWH,Customer,MT,2011-08-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-52498173,5148632719,5148632719,KWH,,,,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-39061728,7684521093,7684521093,L+G Self-Cont Mesh,Customer,MT,2024-03-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-74820519,4025978165,4025978165,L+G Self-Cont Mesh,Customer,MT,2025-01-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-85691324,2891756403,2891756403,KWH,Customer,MT,2015-03-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-21394057,6748231058,6748231058,L+G Self-Cont Mesh,Customer,MT,2024-12-30T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-46958032,8954106273,8954106273,KWH,Customer,MT,2023-10-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-58213490,1475203896,1475203896,L+G Self-Cont Mesh,Customer,MT,2024-03-01T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-31749862,5982174031,5982174031,L+G Self-Cont Mesh,Customer,MT,2024-06-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-94062718,8214395760,8214395760,L+G Self-Cont Mesh,Customer,MT,2024-10-31T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-10538279,3715982049,3715982049,KWH,Customer,MT,2004-01-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-73601482,7520841368,7520841368,L+G Self-Cont Mesh,Customer,MT,2024-08-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-49178520,9173028461,9173028461,KWH,Customer,MT,2020-09-30T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-62830941,4086519725,4086519725,L+G Self-Cont Mesh,Customer,MT,2025-01-28T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-37482096,2679105438,2679105438,KWH,Customer,MT,2003-09-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-81942750,6417820935,6417820935,L+G Self-Cont Mesh,Customer,MT,2024-12-31T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-20395816,8591402761,8591402761,L+G Self-Cont Mesh,Customer,MT,2024-12-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-56742039,1347295860,1347295860,KWH,Customer,MT,2017-06-23T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-39271864,5076198427,5076198427,L+G Self-Cont Mesh,Customer,MT,2024-09-24T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-74105829,7820645139,7820645139,L+G Self-Cont Mesh,Customer,MT,2024-07-22T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-60847231,3640925781,3640925781,KWH,Customer,MT,2023-07-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-21530948,6958214073,6958214073,KWH,Customer,MT,2008-02-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89361742,9364710285,9364710285,KWH,Customer,MT,2003-11-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-43029857,5268047193,5268047193,L+G Self-Cont Mesh,Customer,MT,2024-05-03T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-57649108,7639814260,7639814260,L+G Self-Cont Mesh,Customer,MT,2024-08-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-30928416,4135289762,4135289762,L+G Self-Cont Mesh,Customer,MT,2024-12-04T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-65472103,2957084619,2957084619,L+G Self-Cont Mesh,Customer,MT,2024-08-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-19248576,6724398025,6724398025,L+G Self-Cont Mesh,Customer,MT,2025-01-31T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-87503921,8982103471,8982103471,KWH,Customer,MT,2018-06-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40861735,1508732429,1508732429,KWH,Customer,MT,2003-07-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-62319847,5990287134,5990287134,KWH,Customer,MT,2024-10-25T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-34157029,8261704950,8261704950,KWH,Customer,MT,2003-11-03T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-79042618,3875924018,3875924018,L+G Self-Cont Mesh,Customer,MT,2024-08-26T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-15693824,7489031625,7489031625,KWH,Customer,MT,2020-08-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-48261395,9148705280,9148705280,L+G Self-Cont Mesh,Customer,MT,2025-01-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-90573812,4105867293,4105867293,KWH,Customer,MT,2018-12-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-31754908,2794631057,2794631057,L+G Self-Cont Mesh,Customer,MT,2024-03-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-68214093,6394578271,6394578271,L+G Self-Cont Mesh,Customer,MT,2025-02-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-57420936,8527130946,8527130946,L+G Self-Cont Mesh,Customer,MT,2024-12-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-21387954,1419572068,1419572068,L+G Self-Cont Mesh,Customer,MT,2024-03-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-49821637,5037289641,5037289641,KWH,Customer,MT,2003-04-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-63109425,7890642175,7890642175,L+G Self-Cont Mesh,Customer,MT,2025-01-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-37058149,3604927816,3604927816,KWH,Customer,MT,2021-05-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-85920413,6924750183,6924750183,KWH,Customer,MT,2022-11-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-20479568,9348025671,9348025671,L+G Self-Cont Mesh,Customer,MT,2024-09-24T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76813042,5829413067,5829413067,L+G Self-Cont Mesh,Customer,MT,2024-08-28T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-43509217,7419658203,7419658203,L+G Self-Cont Mesh,Customer,MT,2024-12-24T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59271804,6903715842,6903715842,KWH,Customer,MT,2022-12-28T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-31046829,9284167053,9284167053,KWH,Customer,MT,2003-04-24T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67423981,1048652793,1048652793,KWH,Customer,MT,2003-01-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14852730,8157396024,8157396024,Sentinel,Customer,MT,2020-06-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-80731629,5726904318,5726904318,L+G Self-Cont Mesh,Customer,MT,2024-11-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-26309457,6498025731,6498025731,KWH,Customer,MT,2003-02-24T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-94075218,7031958462,7031958462,KWH,Customer,MT,2004-02-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-51739402,8642095731,8642095731,L+G Self-Cont Mesh,Customer,MT,2024-08-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-38260147,4928056713,4928056713,L+G Self-Cont Mesh,Customer,MT,2024-12-04T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76984510,5814307692,5814307692,L+G Self-Cont Mesh,Customer,MT,2024-12-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-42903718,7401982653,7401982653,KWH,Customer,MT,2010-02-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-85621039,9137406285,9137406285,L+G Self-Cont Mesh,Customer,MT,2024-12-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-19347860,5938147206,5938147206,KWH,Customer,MT,2003-03-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-60498127,8472693015,8472693015,KWH,Customer,MT,2004-05-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27594018,1205839476,1205839476,L+G Self-Cont Mesh,Customer,MT,2024-07-23T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93047156,7604921853,7604921853,L+G Self-Cont Mesh,Customer,MT,2024-12-02T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14862579,9341758026,9341758026,KWH,Customer,MT,2004-08-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-58231704,5187296403,5187296403,L+G Self-Cont Mesh,Customer,MT,2024-07-02T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40196825,2764095813,2764095813,KWH,Customer,MT,2007-10-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-73604281,6895142370,6895142370,KWH,Customer,MT,2007-10-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-25938410,4509386712,4509386712,KWH,Customer,MT,2004-03-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-68915742,3028764195,3028764195,L+G Self-Cont Mesh,Customer,MT,2024-03-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-31497085,8714602395,8714602395,L+G Self-Cont Mesh,Customer,MT,2024-10-28T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-90527136,1597824306,1597824306,KWH,Customer,MT,2003-05-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-47263180,6041795823,6041795823,KWH,Customer,MT,2006-07-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-15089342,9238574016,9238574016,KWH,Customer,MT,2003-10-03T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-68750291,7362014895,7362014895,L+G Self-Cont Mesh,Customer,MT,2024-10-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-23841705,5189406723,5189406723,KWH,Customer,MT,2003-12-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-84190562,2843671590,2843671590,L+G Self-Cont Mesh,Customer,MT,2024-10-31T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-39624817,6905814723,6905814723,L+G Self-Cont Mesh,Customer,MT,2024-10-28T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-75210384,8571294603,8571294603,KWH,Customer,MT,2004-04-29T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41568927,1349758026,1349758026,KWH,Customer,MT,2003-09-02T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-62319408,5928037146,5928037146,KWH,Customer,MT,2015-12-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-30147865,7804261935,7804261935,KWH,Customer,MT,2003-11-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89025613,3619508274,3619508274,L+G Self-Cont Mesh,Customer,MT,2023-12-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-54781209,6927401835,6927401835,L+G Self-Cont Mesh,Customer,MT,2024-10-26T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13296478,9485102763,9485102763,KWH,Customer,MT,2004-09-24T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76943012,5073841296,5073841296,L+G Self-Cont Mesh,Customer,MT,2025-01-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40821597,8269517403,8269517403,KWH,Customer,MT,2003-08-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59308241,3746082591,3746082591,L+G Self-Cont Mesh,Customer,MT,2024-08-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-21476930,7502198463,7502198463,KWH,Customer,MT,2003-01-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-68052719,9186304572,9186304572,KWH,Customer,MT,2003-03-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-35149087,4065719823,4065719823,L+G Self-Cont Mesh,Customer,MT,2024-10-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-97218406,2758496130,2758496130,KWH,Customer,MT,2004-01-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40617395,6483209751,6483209751,KWH,Customer,MT,2004-07-22T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-83721049,8639472105,8639472105,L+G Self-Cont Mesh,Customer,MT,2024-10-03T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-19508642,1397264850,1397264850,KWH,Customer,MT,2005-06-23T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-57432018,5126039487,5126039487,L+G Self-Cont Mesh,Customer,MT,2023-09-22T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-68249105,7945861320,7945861320,Sentinel,Customer,MT,2008-02-29T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-32075498,3609472851,3609472851,KWH,Customer,MT,2004-04-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-95142607,6974218530,6974218530,L+G Self-Cont Mesh,Customer,MT,2024-12-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-47890312,9426135870,9426135870,L+G Self-Cont Mesh,Customer,MT,2024-12-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-63521809,5238761094,5238761094,KWH,Customer,MT,2004-06-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-24956173,7619405823,7619405823,KWH,Customer,MT,2022-05-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-80714392,4085629715,4085629715,L+G Self-Cont Mesh,Customer,MT,2023-10-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36290518,2897314650,2897314650,KWH,Customer,MT,2004-07-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-79421063,6704923815,6704923815,KWH,Customer,MT,2003-08-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41597328,8951742036,8951742036,KWH,Customer,MT,2004-01-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-62849103,1406983257,1406983257,L+G Self-Cont Mesh,Customer,MT,2024-06-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-30185247,5986134720,5986134720,L+G Self-Cont Mesh,Customer,MT,2025-01-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-85694017,8274906513,8274906513,L+G Self-Cont Mesh,Customer,MT,2024-12-03T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27301594,3812647950,3812647950,L+G Self-Cont Mesh,Customer,MT,2024-10-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-94162850,7498061325,7498061325,KWH,Customer,MT,2003-04-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-51730498,9165704283,9165704283,KV2,Customer,MT,2020-12-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-38421967,4125987306,4125987306,L+G Self-Cont Mesh,,,,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76253041,2760549138,2760549138,KWH,Customer,MT,2003-11-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-42918507,6428713905,6428713905,L+G Self-Cont Mesh,Customer,MT,2025-02-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89564012,8597203461,8597203461,AMI Cell,Customer,MT,2023-05-25T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13607258,1328457096,1328457096,KWH,Customer,MT,2003-05-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-60497531,5049763281,5049763281,KWH,Customer,MT,2007-05-25T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-28164907,7810634925,7810634925,KWH,Customer,MT,2016-10-03T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93740285,3695742180,3695742180,L+G Self-Cont Mesh,Customer,MT,2024-11-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-15208649,6952847130,6952847130,KWH,Customer,MT,2015-10-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-57943128,9306758124,9306758124,KWH,Customer,MT,2003-09-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40396712,5162483709,5162483709,L+G Self-Cont Mesh,Customer,MT,2024-07-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78612035,7639185402,7639185402,KWH,Customer,MT,2004-03-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36289407,4015826937,4015826937,KWH,Customer,MT,2016-09-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69501728,2957608134,2957608134,Sentinel,Customer,MT,2009-08-26T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93124650,6738291540,6738291540,KWH,Customer,MT,2007-06-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-52408319,8976132054,8976132054,L+G Self-Cont Mesh,Customer,MT,2024-12-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76859104,1449057286,1449057286,L+G Self-Cont Mesh,Customer,MT,2024-08-02T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41237905,5992847316,5992847316,KV2,Customer,MT,2019-04-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-29048673,8234176590,8234176590,KWH,Customer,MT,2015-05-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67350218,3725906481,3725906481,KWH,Customer,MT,2010-10-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89417502,7483601295,7483601295,L+G Self-Cont Mesh,Customer,MT,2025-02-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14582679,9157846032,9157846032,KV2,Customer,MT,2021-06-22T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59834201,4102685973,4102685973,KWH,Customer,MT,2003-06-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82194036,2794618053,2794618053,KWH,Customer,MT,2007-05-01T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-37951428,6384720159,6384720159,L+G Self-Cont Mesh,Customer,MT,2024-08-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-75103649,8529146073,8529146073,L+G Self-Cont Mesh,Customer,MT,2024-07-23T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91728450,1379265401,1379265401,KWH,Customer,MT,2004-05-25T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41609328,5038976214,5038976214,KWH,Customer,MT,2003-03-31T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27361509,7890426513,7890426513,L+G Self-Cont Mesh,Customer,MT,2024-09-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-64697230,3608149752,3608149752,L+G Self-Cont Mesh,Customer,MT,2024-10-29T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-86240519,6925407813,6925407813,KWH,Customer,MT,2003-08-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13794682,9347206518,9347206518,L+G Self-Cont Mesh,Customer,MT,2024-01-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-50871329,5271803469,5271803469,L+G Self-Cont Mesh,Customer,MT,2024-07-25T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78264931,7643059180,7643059180,AMI Cell,Customer,MT,2017-05-23T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36059147,4096573125,4096573125,KWH,Customer,MT,2014-10-02T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69503812,2861495703,2861495703,L+G Self-Cont Mesh,Customer,MT,2025-01-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93652107,6782104395,6782104395,L+G Self-Cont Mesh,Customer,MT,2023-12-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-52894136,8927641305,8927641305,L+G Self-Cont Mesh,Customer,MT,2024-02-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76103492,1456832079,1456832079,KWH,Customer,MT,2003-04-29T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41287506,5902486317,5902486317,L+G Self-Cont Mesh,Customer,MT,2024-10-01T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-29856147,8209371546,8209371546,L+G Self-Cont Mesh,Customer,MT,2024-10-04T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67048215,3857024913,3857024913,KV2,Customer,MT,2021-02-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89421375,7428095136,7428095136,KWH,Customer,MT,2002-11-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14256098,9182064573,9182064573,L+G Self-Cont Mesh,Customer,MT,2024-08-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59781324,4165082390,4165082390,L+G Self-Cont Mesh,Customer,MT,2024-09-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82145970,2789645137,2789645137,L+G Self-Cont Mesh,Customer,MT,2024-02-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-38371045,6493758021,6493758021,KWH,Customer,MT,2003-08-01T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-74521869,8671402953,8671402953,KWH,Customer,MT,2007-06-26T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91063752,1348726509,1348726509,KWH,Customer,MT,2003-06-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41896527,5128693047,5128693047,KWH,Customer,MT,2003-07-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27618493,7936048215,7936048215,L+G Self-Cont Mesh,Customer,MT,2024-07-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-63941287,3529471086,3529471086,KWH,Customer,MT,2006-02-22T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
