meter_id,meter_timestamp,meter_duration,meter_value,meter_type,meter_category
MTR-79302541,2024-11-25T20:40:00Z,32,114,Estimation,Periodic
MTR-35264087,2024-11-25T20:40:00Z,32,155,Estimation,Periodic
MTR-68094152,2024-11-25T20:40:00Z,32,131,Estimation,Periodic
MTR-93021587,2024-11-25T20:40:00Z,32,179,Estimation,Periodic
MTR-51486327,2024-11-25T20:40:00Z,32,125,Estimation,Periodic
MTR-76845210,2024-11-25T20:40:00Z,32,122,Estimation,Periodic
MTR-40259781,2024-11-25T20:40:00Z,32,75,Estimation,Periodic
MTR-28917564,2024-11-25T20:40:00Z,32,96,Estimation,Periodic
MTR-67482310,2024-11-25T20:40:00Z,32,108,Estimation,Periodic
MTR-89541062,2024-11-25T20:40:00Z,32,155,Estimation,Periodic
MTR-14752038,2024-11-25T20:40:00Z,32,134,Estimation,Periodic
MTR-59821740,2024-11-25T20:40:00Z,32,103,Estimation,Periodic
MTR-82143957,2024-11-25T20:40:00Z,32,172,Estimation,Periodic
MTR-37159820,2024-11-25T20:40:00Z,32,62,Estimation,Periodic
MTR-75208413,2024-11-25T20:40:00Z,32,44,Estimation,Periodic
MTR-91730284,2024-11-25T20:40:00Z,32,147,Estimation,Periodic
MTR-40865197,2024-11-25T20:40:00Z,32,83,Estimation,Periodic
MTR-26791054,2024-11-25T20:40:00Z,32,115,Estimation,Periodic
MTR-64178209,2024-11-25T20:40:00Z,32,137,Estimation,Periodic
MTR-85914027,2024-11-25T20:40:00Z,32,187,Estimation,Periodic
MTR-13472958,2024-11-25T20:40:00Z,32,140,Estimation,Periodic
MTR-50761984,2024-11-25T20:40:00Z,32,85,Estimation,Periodic
MTR-78206451,2024-11-25T20:40:00Z,32,134,Estimation,Periodic
MTR-36409257,2024-11-25T20:40:00Z,32,157,Estimation,Periodic
MTR-69582140,2024-11-25T20:40:00Z,32,120,Estimation,Periodic
MTR-93647102,2024-11-25T20:40:00Z,32,95,Estimation,Periodic
MTR-52680471,2024-11-25T20:40:00Z,32,74,Estimation,Periodic
MTR-76398142,2024-11-25T20:40:00Z,32,132,Estimation,Periodic
MTR-41352897,2024-11-25T20:40:00Z,32,124,Estimation,Periodic
MTR-29570846,2024-11-25T20:40:00Z,32,123,Estimation,Periodic
MTR-67243980,2024-11-25T20:40:00Z,32,177,Estimation,Periodic
MTR-89821034,2024-11-25T20:41:00Z,32,146,Estimation,Periodic
MTR-15087324,2024-11-25T20:41:00Z,32,179,Estimation,Periodic
MTR-59902871,2024-11-25T20:41:00Z,33,123,Estimation,Periodic
MTR-82617049,2024-11-25T20:41:00Z,33,126,Estimation,Periodic
MTR-38759240,2024-11-25T20:41:00Z,32,127,Estimation,Periodic
MTR-74890316,2024-11-25T20:41:00Z,33,145,Estimation,Periodic
MTR-91487052,2024-11-25T20:40:00Z,32,102,Estimation,Periodic
MTR-41058672,2024-11-25T20:40:00Z,32,116,Estimation,Periodic
MTR-27946310,2024-11-25T20:40:00Z,32,191,Estimation,Periodic
MTR-63945782,2024-11-25T20:40:00Z,32,127,Estimation,Periodic
MTR-85271309,2024-11-25T20:40:00Z,32,91,Estimation,Periodic
MTR-14195720,2024-11-25T20:40:00Z,32,137,Estimation,Periodic
MTR-50372896,2024-11-25T20:40:00Z,32,152,Estimation,Periodic
MTR-78906421,2024-11-25T20:40:00Z,32,131,Estimation,Periodic
MTR-36049278,2024-11-25T20:40:00Z,32,124,Estimation,Periodic
MTR-69247501,2024-11-25T20:40:00Z,32,114,Estimation,Periodic
MTR-93480256,2024-11-25T20:40:00Z,32,154,Estimation,Periodic
MTR-48392015,2024-11-25T20:40:00Z,32,88,Estimation,Periodic
MTR-72910486,2024-11-25T20:40:00Z,32,115,Estimation,Periodic
MTR-05821937,2024-11-25T20:40:00Z,32,173,Estimation,Periodic
MTR-93487520,2024-11-25T20:40:00Z,32,69,Estimation,Periodic
MTR-67213049,2024-11-25T20:40:00Z,32,114,Estimation,Periodic
MTR-14829375,2024-11-25T20:40:00Z,32,140,Estimation,Periodic
MTR-59038421,2024-11-25T20:40:00Z,32,145,Estimation,Periodic
MTR-80312754,2024-11-25T20:40:00Z,32,97,Estimation,Periodic
MTR-41786293,2024-11-25T20:40:00Z,32,117,Estimation,Periodic
MTR-29670348,2024-11-25T20:40:00Z,32,144,Estimation,Periodic
MTR-85172940,2024-11-25T20:40:00Z,32,203,Estimation,Periodic
MTR-03498217,2024-11-25T20:40:00Z,32,105,Estimation,Periodic
MTR-12049837,2024-11-25T20:40:00Z,32,141,Estimation,Periodic
MTR-98721045,2024-11-25T20:40:00Z,32,143,Estimation,Periodic
MTR-56301948,2024-11-25T20:40:00Z,32,108,Estimation,Periodic
MTR-20493758,2024-11-25T20:40:00Z,32,126,Estimation,Periodic
MTR-75904281,2024-11-25T20:40:00Z,32,167,Estimation,Periodic
MTR-31862974,2024-11-25T20:40:00Z,32,144,Estimation,Periodic
MTR-64271039,2024-11-25T20:40:00Z,32,131,Estimation,Periodic
MTR-87520491,2024-11-25T20:40:00Z,32,179,Estimation,Periodic
MTR-10958324,2024-11-25T20:41:00Z,32,150,Estimation,Periodic
MTR-50672839,2024-11-25T20:41:00Z,33,169,Estimation,Periodic
MTR-78245190,2024-11-25T20:41:00Z,33,129,Estimation,Periodic
MTR-43981275,2024-11-25T20:41:00Z,33,169,Estimation,Periodic
MTR-26039841,2024-11-25T20:41:00Z,33,150,Estimation,Periodic
MTR-59840712,2024-11-25T20:41:00Z,33,163,Estimation,Periodic
MTR-84723109,2024-11-25T20:41:00Z,32,100,Estimation,Periodic
MTR-32178490,2024-11-25T20:41:00Z,33,181,Estimation,Periodic
MTR-96502814,2024-11-25T20:41:00Z,33,178,Estimation,Periodic
MTR-70391642,2024-11-25T20:41:00Z,33,119,Estimation,Periodic
MTR-85624079,2024-11-25T20:41:00Z,33,105,Estimation,Periodic
MTR-41258793,2024-11-25T20:41:00Z,33,115,Estimation,Periodic
MTR-24783056,2024-11-25T20:41:00Z,33,180,Estimation,Periodic
MTR-67190248,2024-11-25T20:41:00Z,33,227,Estimation,Periodic
MTR-93415620,2024-11-25T20:41:00Z,33,137,Estimation,Periodic
MTR-58290347,2024-11-25T20:41:00Z,33,124,Estimation,Periodic
MTR-79610423,2024-11-25T20:41:00Z,32,123,Estimation,Periodic
MTR-40857219,2024-11-25T20:41:00Z,33,92,Estimation,Periodic
MTR-23587091,2024-11-25T20:41:00Z,33,119,Estimation,Periodic
MTR-69021375,2024-11-25T20:41:00Z,32,141,Estimation,Periodic
MTR-84351026,2024-11-25T20:41:00Z,34,101,Estimation,Periodic
MTR-12759480,2024-11-25T20:41:00Z,32,158,Estimation,Periodic
MTR-51980734,2024-11-25T20:41:00Z,33,137,Estimation,Periodic
MTR-78426310,2024-11-25T20:41:00Z,33,109,Estimation,Periodic
MTR-35019248,2024-11-25T20:41:00Z,32,154,Estimation,Periodic
MTR-69847521,2024-11-25T20:41:00Z,33,136,Estimation,Periodic
MTR-90218357,2024-11-25T20:41:00Z,33,152,Estimation,Periodic
MTR-43672801,2024-11-25T20:41:00Z,33,98,Estimation,Periodic
MTR-21894035,2024-11-25T20:41:00Z,33,103,Estimation,Periodic
MTR-57381492,2024-11-25T20:41:00Z,33,94,Estimation,Periodic
MTR-80462971,2024-11-25T20:41:00Z,33,175,Estimation,Periodic
MTR-35280719,2024-11-25T20:41:00Z,33,74,Estimation,Periodic
MTR-69014827,2024-11-25T20:41:00Z,33,70,Estimation,Periodic
MTR-94750281,2024-11-25T20:41:00Z,33,137,Estimation,Periodic
MTR-12846905,2024-11-25T20:41:00Z,33,107,Estimation,Periodic
MTR-58024791,2024-11-25T20:41:00Z,32,111,Estimation,Periodic
MTR-73190584,2024-11-25T20:41:00Z,32,90,Estimation,Periodic
MTR-40659217,2024-11-25T20:41:00Z,32,96,Estimation,Periodic
MTR-26918470,2024-11-25T20:41:00Z,33,132,Estimation,Periodic
MTR-86749201,2024-11-25T20:41:00Z,32,93,Estimation,Periodic
MTR-14530297,2024-11-25T20:41:00Z,32,115,Estimation,Periodic
MTR-59478310,2024-11-25T20:41:00Z,32,80,Estimation,Periodic
MTR-87320541,2024-11-25T20:41:00Z,32,108,Estimation,Periodic
MTR-32891745,2024-11-25T20:41:00Z,32,110,Estimation,Periodic
MTR-76018432,2024-11-25T20:41:00Z,32,91,Estimation,Periodic
MTR-91587024,2024-11-25T20:41:00Z,32,114,Estimation,Periodic
MTR-40731682,2024-11-25T20:41:00Z,32,93,Estimation,Periodic
MTR-25406791,2024-11-25T20:41:00Z,32,97,Estimation,Periodic
MTR-63059821,2024-11-25T20:41:00Z,32,144,Estimation,Periodic
MTR-84279153,2024-11-25T20:41:00Z,32,98,Estimation,Periodic
MTR-13850742,2024-11-25T20:40:00Z,33,93,Estimation,Periodic
MTR-50268197,2024-11-25T20:40:00Z,32,92,Estimation,Periodic
MTR-78405126,2024-11-25T20:40:00Z,32,112,Estimation,Periodic
MTR-36912548,2024-11-25T20:40:00Z,32,139,Estimation,Periodic
MTR-69028743,2024-11-25T20:40:00Z,32,124,Estimation,Periodic
MTR-93045187,2024-11-25T20:40:00Z,32,112,Estimation,Periodic
MTR-51739286,2024-11-25T20:40:00Z,32,81,Estimation,Periodic
MTR-76204813,2024-11-25T20:40:00Z,32,117,Estimation,Periodic
MTR-40597821,2024-11-25T20:40:00Z,32,36,Estimation,Periodic
MTR-28461359,2024-11-25T20:40:00Z,32,83,Estimation,Periodic
MTR-67820341,2024-11-25T20:40:00Z,32,131,Estimation,Periodic
MTR-89457012,2024-11-25T20:40:00Z,32,82,Estimation,Periodic
MTR-14629857,2024-11-25T20:40:00Z,33,158,Estimation,Periodic
MTR-59187420,2024-11-25T20:40:00Z,32,79,Estimation,Periodic
MTR-82346109,2024-11-25T20:40:00Z,32,108,Estimation,Periodic
MTR-37954026,2024-11-25T20:40:00Z,33,140,Estimation,Periodic
MTR-74508361,2024-11-25T20:40:00Z,33,94,Estimation,Periodic
MTR-91872540,2024-11-25T20:40:00Z,33,29,Estimation,Periodic
MTR-40687213,2024-11-25T20:40:00Z,32,153,Estimation,Periodic
MTR-27401695,2024-11-25T20:40:00Z,33,109,Estimation,Periodic
MTR-63847920,2024-11-25T20:40:00Z,32,119,Estimation,Periodic
MTR-85712093,2024-11-25T20:40:00Z,33,126,Estimation,Periodic
MTR-13950827,2024-11-25T20:40:00Z,33,143,Estimation,Periodic
MTR-52047968,2024-11-25T20:40:00Z,33,112,Estimation,Periodic
MTR-79302541,2024-11-25T20:40:00Z,33,107,Estimation,Periodic
MTR-35264087,2024-11-25T20:40:00Z,32,119,Estimation,Periodic
MTR-68094152,2024-11-25T20:40:00Z,32,76,Estimation,Periodic
MTR-93021587,2024-11-25T20:40:00Z,33,113,Estimation,Periodic
MTR-51486327,2024-11-25T20:40:00Z,33,131,Estimation,Periodic
MTR-76845210,2024-11-25T20:40:00Z,33,99,Estimation,Periodic
MTR-40259781,2024-11-25T20:40:00Z,32,185,Estimation,Periodic
MTR-28917564,2024-11-25T20:40:00Z,32,155,Estimation,Periodic
MTR-67482310,2024-11-25T20:40:00Z,32,85,Estimation,Periodic
MTR-89541062,2024-11-25T20:40:00Z,32,56,Estimation,Periodic
MTR-14752038,2024-11-25T20:40:00Z,32,190,Estimation,Periodic
MTR-59821740,2024-11-25T20:40:00Z,32,115,Estimation,Periodic
MTR-82143957,2024-11-25T20:40:00Z,33,123,Estimation,Periodic
MTR-37159820,2024-11-25T20:40:00Z,33,128,Estimation,Periodic
MTR-75208413,2024-11-25T20:40:00Z,33,120,Estimation,Periodic
MTR-91730284,2024-11-25T20:40:00Z,32,93,Estimation,Periodic
MTR-40865197,2024-11-25T20:40:00Z,33,94,Estimation,Periodic
MTR-26791054,2024-11-25T20:40:00Z,32,129,Estimation,Periodic
MTR-64178209,2024-11-25T20:40:00Z,32,100,Estimation,Periodic
MTR-85914027,2024-11-25T20:40:00Z,32,110,Estimation,Periodic
MTR-13472958,2024-11-25T20:40:00Z,32,160,Estimation,Periodic
MTR-50761984,2024-11-25T20:40:00Z,32,116,Estimation,Periodic
MTR-78206451,2024-11-25T20:40:00Z,33,90,Estimation,Periodic
MTR-36409257,2024-11-25T20:40:00Z,32,135,Estimation,Periodic
MTR-69582140,2024-11-25T20:40:00Z,32,126,Estimation,Periodic
MTR-93647102,2024-11-25T20:40:00Z,32,156,Estimation,Periodic
MTR-52680471,2024-11-25T20:40:00Z,33,145,Estimation,Periodic
MTR-76398142,2024-11-25T20:40:00Z,33,77,Estimation,Periodic
MTR-41352897,2024-11-25T20:40:00Z,32,171,Estimation,Periodic
MTR-29570846,2024-11-25T20:40:00Z,33,156,Estimation,Periodic
MTR-67243980,2024-11-25T20:40:00Z,32,96,Estimation,Periodic
MTR-89821034,2024-11-25T20:40:00Z,33,136,Estimation,Periodic
MTR-15087324,2024-11-25T20:40:00Z,33,165,Estimation,Periodic
MTR-59902871,2024-11-25T20:40:00Z,33,159,Estimation,Periodic
MTR-82617049,2024-11-25T20:40:00Z,32,148,Estimation,Periodic
MTR-38759240,2024-11-25T20:40:00Z,33,166,Estimation,Periodic
MTR-74890316,2024-11-25T20:40:00Z,32,82,Estimation,Periodic
MTR-91487052,2024-11-25T20:40:00Z,32,132,Estimation,Periodic
MTR-41058672,2024-11-25T20:40:00Z,32,98,Estimation,Periodic
MTR-27946310,2024-11-25T20:40:00Z,32,106,Estimation,Periodic
MTR-63945782,2024-11-25T20:40:00Z,32,146,Estimation,Periodic
MTR-85271309,2024-11-25T20:40:00Z,32,125,Estimation,Periodic
MTR-14195720,2024-11-25T20:40:00Z,32,64,Estimation,Periodic
MTR-50372896,2024-11-25T20:40:00Z,32,74,Estimation,Periodic
MTR-78906421,2024-11-25T20:40:00Z,32,84,Estimation,Periodic
MTR-36049278,2024-11-25T20:40:00Z,32,92,Estimation,Periodic
MTR-69247501,2024-11-25T20:40:00Z,32,139,Estimation,Periodic
MTR-93480256,2024-11-27T17:12:00Z,28,50,Company,Periodic
MTR-48392015,2024-11-27T17:12:00Z,28,29,Company,Periodic
MTR-72910486,2024-11-27T17:41:00Z,29,50,Company,Periodic
MTR-05821937,2024-11-27T17:40:00Z,29,65,Company,Periodic
MTR-93487520,2024-11-27T17:39:00Z,29,93,Company,Periodic
MTR-67213049,2024-11-27T17:39:00Z,29,10,Company,Periodic
MTR-14829375,2024-11-27T17:38:00Z,29,32,Company,Periodic
MTR-59038421,2024-11-27T17:37:00Z,29,9,Company,Periodic
MTR-80312754,2024-11-27T17:37:00Z,29,98,Company,Periodic
MTR-41786293,2024-10-30T23:43:00Z,31,63,Estimation,Periodic
MTR-29670348,2024-11-27T17:37:00Z,29,0,Company,Periodic
MTR-85172940,2024-11-27T17:36:00Z,29,15,Company,Periodic
MTR-03498217,2024-11-27T18:31:00Z,28,483,Company,Periodic
MTR-12049837,2024-11-27T17:54:00Z,29,98,Company,Periodic
MTR-98721045,2024-11-27T17:54:00Z,29,39,Company,Periodic
MTR-56301948,2024-11-27T17:53:00Z,29,82,Company,Periodic
MTR-20493758,2024-11-27T17:56:00Z,29,3,Company,Periodic
MTR-75904281,2024-11-27T17:57:00Z,29,78,Company,Periodic
MTR-31862974,2024-11-27T17:57:00Z,29,67,Company,Periodic
MTR-64271039,2024-11-27T17:59:00Z,59,126,Company,Periodic
MTR-87520491,2024-11-27T17:59:00Z,29,0,Company,Periodic
MTR-10958324,2024-11-27T19:05:00Z,28,17,Company,Periodic
MTR-50672839,2024-11-27T19:05:00Z,28,6,Company,Periodic
MTR-78245190,2024-11-27T19:06:00Z,28,76,Company,Periodic
MTR-43981275,2024-11-27T19:06:00Z,28,72,Company,Periodic
MTR-26039841,2024-11-27T19:07:00Z,28,41,Company,Periodic
MTR-59840712,2024-11-27T19:08:00Z,28,26,Company,Periodic
MTR-84723109,2024-11-27T19:09:00Z,28,48,Company,Periodic
MTR-32178490,2024-11-27T19:09:00Z,28,3,Company,Periodic
MTR-96502814,2024-11-27T19:10:00Z,28,82,Company,Periodic
MTR-70391642,2024-11-27T19:13:00Z,28,55,Company,Periodic
MTR-85624079,2024-11-27T19:13:00Z,28,149,Company,Periodic
MTR-41258793,2024-11-27T19:14:00Z,28,39,Company,Periodic
MTR-24783056,2024-11-27T19:14:00Z,28,64,Company,Periodic
MTR-67190248,2024-11-27T19:14:00Z,28,33,Company,Periodic
MTR-93415620,2024-10-31T23:37:00Z,31,24,Estimation,Periodic
MTR-58290347,2024-10-01T14:59:00Z,33,17,Estimation,Periodic
MTR-79610423,2024-08-30T23:36:00Z,30,13,Estimation,Periodic
MTR-40857219,2024-08-01T23:46:00Z,31,14,Estimation,Periodic
MTR-23587091,2024-07-02T23:35:00Z,29,13,Estimation,Periodic
MTR-69021375,2024-11-27T19:15:00Z,28,67,Company,Periodic
MTR-84351026,2024-11-27T19:15:00Z,28,207,Company,Periodic
MTR-12759480,2024-11-27T19:16:00Z,28,54,Company,Periodic
MTR-51980734,2024-11-27T19:17:00Z,28,57,Company,Periodic
MTR-78426310,2024-11-27T19:18:00Z,28,2,Company,Periodic
MTR-35019248,2024-11-27T19:20:00Z,28,38,Company,Periodic
MTR-69847521,2024-11-27T19:20:00Z,28,20,Company,Periodic
MTR-90218357,2024-11-27T19:21:00Z,28,41,Company,Periodic
MTR-43672801,2024-11-27T19:21:00Z,28,12,Company,Periodic
MTR-21894035,2024-10-31T23:36:00Z,31,12,Estimation,Periodic
MTR-57381492,2024-10-01T14:59:00Z,33,12,Estimation,Periodic
MTR-80462971,2024-08-30T23:36:00Z,30,10,Estimation,Periodic
MTR-35280719,2024-08-01T23:46:00Z,31,11,Estimation,Periodic
MTR-69014827,2024-07-02T23:35:00Z,29,10,Estimation,Periodic
MTR-94750281,2024-11-27T19:21:00Z,28,15,Company,Periodic
MTR-12846905,2024-11-27T19:22:00Z,28,144,Company,Periodic
MTR-58024791,2024-11-27T19:22:00Z,28,16,Company,Periodic
MTR-73190584,2024-10-31T23:36:00Z,31,18,Estimation,Periodic
MTR-40659217,2024-10-01T14:59:00Z,33,19,Estimation,Periodic
MTR-26918470,2024-08-30T23:36:00Z,30,17,Estimation,Periodic
MTR-86749201,2024-08-01T23:46:00Z,31,18,Estimation,Periodic
MTR-14530297,2024-07-02T23:35:00Z,29,16,Estimation,Periodic
MTR-59478310,2024-11-27T19:24:00Z,28,70,Company,Periodic
MTR-87320541,2024-11-27T19:24:00Z,28,12,Company,Periodic
MTR-32891745,2024-11-27T19:24:00Z,28,25,Company,Periodic
MTR-76018432,2024-10-31T23:36:00Z,31,20,Estimation,Periodic
MTR-91587024,2024-10-01T14:59:00Z,33,16,Estimation,Periodic
MTR-40731682,2024-08-30T23:36:00Z,30,12,Estimation,Periodic
MTR-25406791,2024-08-01T23:46:00Z,31,14,Estimation,Periodic
MTR-63059821,2024-07-02T23:35:00Z,29,12,Estimation,Periodic
MTR-84279153,2024-11-27T19:24:00Z,28,53,Company,Periodic
MTR-13850742,2024-11-27T19:25:00Z,28,14,Company,Periodic
MTR-50268197,2024-10-31T23:36:00Z,31,10,Estimation,Periodic
MTR-78405126,2024-10-01T14:59:00Z,33,7,Estimation,Periodic
MTR-36912548,2024-08-30T23:36:00Z,30,5,Estimation,Periodic
MTR-69028743,2024-08-01T23:46:00Z,31,5,Estimation,Periodic
MTR-93045187,2024-07-02T23:35:00Z,29,5,Estimation,Periodic
MTR-51739286,2024-11-27T19:26:00Z,28,26,Company,Periodic
MTR-76204813,2024-10-31T23:36:00Z,31,20,Estimation,Periodic
MTR-40597821,2024-10-01T14:59:00Z,33,16,Estimation,Periodic
MTR-28461359,2024-08-30T23:36:00Z,30,13,Estimation,Periodic
MTR-67820341,2024-08-01T23:46:00Z,31,14,Estimation,Periodic
MTR-89457012,2024-07-02T23:35:00Z,29,13,Estimation,Periodic
MTR-14629857,2024-11-27T19:26:00Z,28,4,Company,Periodic
MTR-59187420,2024-11-27T19:27:00Z,28,3,Company,Periodic
MTR-82346109,2024-10-31T23:36:00Z,31,2,Estimation,Periodic
MTR-37954026,2024-10-01T14:59:00Z,33,3,Estimation,Periodic
MTR-74508361,2024-08-30T23:36:00Z,30,3,Estimation,Periodic
MTR-91872540,2024-08-01T23:46:00Z,31,2,Estimation,Periodic
MTR-40687213,2024-07-02T23:35:00Z,29,2,Estimation,Periodic
MTR-27401695,2024-11-25T20:41:00Z,34,25,Estimation,Periodic
MTR-63847920,2024-11-25T20:41:00Z,34,80,Estimation,Periodic
MTR-85712093,2024-11-25T20:41:00Z,34,3,Estimation,Periodic
MTR-13950827,2024-11-25T20:41:00Z,34,57,Estimation,Periodic
MTR-52047968,2024-11-27T20:03:00Z,28,78,Company,Periodic
MTR-79302541,2024-11-25T20:41:00Z,34,48,Estimation,Periodic
MTR-35264087,2024-11-27T20:04:00Z,28,5,Company,Periodic
MTR-68094152,2024-11-27T20:05:00Z,28,49,Company,Periodic
MTR-93021587,2024-11-25T20:41:00Z,29,41,Estimation,Periodic
MTR-51486327,2024-11-27T20:28:00Z,28,62,Company,Periodic
MTR-76845210,2024-11-25T20:40:00Z,34,31,Estimation,Periodic
MTR-40259781,2024-11-27T19:36:00Z,28,13,Company,Periodic
MTR-28917564,2024-10-31T23:37:00Z,31,11,Estimation,Periodic
MTR-67482310,2024-10-01T14:59:00Z,33,9,Estimation,Periodic
MTR-89541062,2024-08-30T23:36:00Z,30,7,Estimation,Periodic
MTR-14752038,2024-08-01T23:46:00Z,31,8,Estimation,Periodic
MTR-59821740,2024-07-02T23:35:00Z,29,7,Estimation,Periodic
MTR-82143957,2024-11-25T20:40:00Z,34,27,Estimation,Periodic
MTR-37159820,2024-11-25T20:40:00Z,34,29,Estimation,Periodic
MTR-75208413,2024-11-25T20:40:00Z,34,26,Estimation,Periodic
MTR-91730284,2024-11-25T20:40:00Z,34,49,Estimation,Periodic
MTR-40865197,2024-11-25T20:40:00Z,34,24,Estimation,Periodic
MTR-26791054,2024-11-25T20:40:00Z,34,56,Estimation,Periodic
MTR-64178209,2024-11-25T20:40:00Z,34,41,Estimation,Periodic
MTR-85914027,2024-11-25T20:40:00Z,34,127,Estimation,Periodic
MTR-13472958,2024-11-25T20:40:00Z,34,19,Estimation,Periodic
MTR-50761984,2024-11-25T20:40:00Z,34,14,Estimation,Periodic
MTR-78206451,2024-11-25T20:40:00Z,34,32,Estimation,Periodic
MTR-36409257,2024-11-25T20:40:00Z,34,73,Estimation,Periodic
MTR-69582140,2024-11-25T20:40:00Z,34,55,Estimation,Periodic
MTR-93647102,2024-11-25T20:40:00Z,34,84,Estimation,Periodic
MTR-52680471,2024-11-25T20:40:00Z,34,29,Estimation,Periodic
MTR-76398142,2024-11-25T20:40:00Z,34,57,Estimation,Periodic
MTR-41352897,2024-11-25T20:40:00Z,34,38,Estimation,Periodic
MTR-29570846,2024-11-25T20:40:00Z,34,29,Estimation,Periodic
MTR-67243980,2024-11-25T20:40:00Z,34,66,Estimation,Periodic
MTR-89821034,2024-11-27T18:56:00Z,29,11,Company,Periodic
MTR-15087324,2024-11-27T18:56:00Z,29,23,Company,Periodic
MTR-59902871,2024-11-27T18:56:00Z,29,28,Company,Periodic
MTR-82617049,2024-11-27T18:56:00Z,29,10,Company,Periodic
MTR-38759240,2024-11-27T18:54:00Z,29,43,Company,Periodic
MTR-74890316,2024-10-30T23:43:00Z,34,39,Estimation,Periodic
MTR-91487052,2024-11-27T20:16:00Z,31,226,Company,Periodic
MTR-41058672,2024-11-27T20:55:00Z,28,4,Company,Periodic
MTR-27946310,2024-10-31T23:36:00Z,31,3,Estimation,Periodic
MTR-63945782,2024-10-01T14:59:00Z,33,4,Estimation,Periodic
MTR-85271309,2024-08-30T23:36:00Z,30,3,Estimation,Periodic
MTR-14195720,2024-08-01T23:46:00Z,31,3,Estimation,Periodic
MTR-50372896,2024-07-02T23:35:00Z,29,3,Estimation,Periodic
MTR-78906421,2024-11-27T20:54:00Z,28,80,Company,Periodic
MTR-36049278,2024-11-25T20:41:00Z,29,5,Estimation,Periodic
MTR-69247501,2024-11-27T20:05:00Z,28,84,Company,Periodic
MTR-93480256,2024-11-27T20:06:00Z,28,49,Company,Periodic
MTR-48392015,2024-11-25T20:41:00Z,29,64,Estimation,Periodic
MTR-72910486,2024-11-27T20:06:00Z,28,14,Company,Periodic
MTR-05821937,2024-11-25T20:41:00Z,29,40,Estimation,Periodic
MTR-93487520,2024-11-27T20:07:00Z,28,46,Company,Periodic
MTR-67213049,2024-11-27T20:07:00Z,28,236,Company,Periodic
MTR-14829375,2024-11-25T20:41:00Z,34,42,Estimation,Periodic
MTR-59038421,2024-11-27T20:08:00Z,28,6446,Company,Periodic
MTR-80312754,2024-11-25T20:41:00Z,34,40,Estimation,Periodic
MTR-41786293,2024-11-27T20:09:00Z,28,2,Company,Periodic
MTR-29670348,2024-11-25T20:41:00Z,34,12,Estimation,Periodic
MTR-85172940,2024-11-25T20:41:00Z,34,30,Estimation,Periodic
MTR-03498217,2024-11-27T20:10:00Z,28,125,Company,Periodic
MTR-12049837,2024-11-25T20:41:00Z,34,84,Estimation,Periodic
MTR-98721045,2024-11-27T20:10:00Z,28,35,Company,Periodic
MTR-56301948,2024-11-25T20:41:00Z,34,47,Estimation,Periodic
MTR-20493758,2024-11-27T20:11:00Z,28,52,Company,Periodic
MTR-75904281,2024-11-25T20:41:00Z,34,15,Estimation,Periodic
MTR-31862974,2024-11-27T20:11:00Z,28,9897,Company,Periodic
MTR-64271039,2024-11-25T20:41:00Z,34,36,Estimation,Periodic
MTR-87520491,2024-11-27T20:12:00Z,28,45,Company,Periodic
MTR-10958324,2024-11-25T20:41:00Z,34,24,Estimation,Periodic
MTR-50672839,2024-11-27T20:12:00Z,28,14,Company,Periodic
MTR-78245190,2024-11-25T20:41:00Z,34,62,Estimation,Periodic
MTR-43981275,2024-11-27T20:13:00Z,28,66,Company,Periodic
MTR-26039841,2024-11-25T20:41:00Z,34,43,Estimation,Periodic
MTR-59840712,2024-11-27T20:13:00Z,28,76,Company,Periodic
MTR-84723109,2024-11-25T20:41:00Z,34,34,Estimation,Periodic
MTR-32178490,2024-11-27T20:15:00Z,28,50,Company,Periodic
MTR-96502814,2024-11-25T20:41:00Z,34,30,Estimation,Periodic
MTR-70391642,2024-11-27T20:14:00Z,28,31,Company,Periodic
MTR-85624079,2024-11-25T20:41:00Z,34,45,Estimation,Periodic
MTR-41258793,2024-11-27T20:16:00Z,28,9701,Company,Periodic
MTR-24783056,2024-11-25T20:41:00Z,34,87,Estimation,Periodic
MTR-67190248,2024-11-27T20:16:00Z,28,57,Company,Periodic
MTR-93415620,2024-11-25T20:41:00Z,34,34,Estimation,Periodic
MTR-58290347,2024-11-25T20:41:00Z,34,10,Estimation,Periodic
MTR-79610423,2024-11-27T20:18:00Z,28,25,Company,Periodic
MTR-40857219,2024-11-27T20:18:00Z,28,65,Company,Periodic
MTR-23587091,2024-11-25T20:41:00Z,34,22,Estimation,Periodic
MTR-69021375,2024-11-25T20:41:00Z,34,23,Estimation,Periodic
MTR-84351026,2024-11-27T20:19:00Z,28,79,Company,Periodic
MTR-12759480,2024-11-27T20:20:00Z,28,56,Company,Periodic
MTR-51980734,2024-11-25T20:41:00Z,34,52,Estimation,Periodic
MTR-78426310,2024-11-27T20:20:00Z,28,114,Company,Periodic
MTR-35019248,2024-11-25T20:41:00Z,34,52,Estimation,Periodic
MTR-69847521,2024-11-27T20:21:00Z,28,77,Company,Periodic
MTR-90218357,2024-11-25T20:41:00Z,34,19,Estimation,Periodic
MTR-43672801,2024-11-27T20:21:00Z,28,75,Company,Periodic
MTR-21894035,2024-11-25T20:41:00Z,34,52,Estimation,Periodic
MTR-57381492,2024-11-27T20:21:00Z,28,50,Company,Periodic
